city_id,city_name,city_lat,city_lon,grid_y,grid_x,grid_lat1,grid_lon1,grid_lat2,grid_lon2
dillingen_an_der_donau,Dillingen an der Donau,48.58153,10.49527,66,106,48.57830047607422,10.45580005645752,48.62480163574219,10.525899887084961
ulm,Ulm,48.39841,9.99155,62,99,48.39310073852539,9.965100288391113,48.43960189819336,10.034899711608887
