station_id,station_name,from_date,to_date,lat,lon,TMK_latest_date,TMK_latest_value,TNK_latest_date,TNK_latest_value,TXK_latest_date,TXK_latest_value,UPM_latest_date,UPM_latest_value
00591,Boizenburg,19470101,20250616,53.3911,10.6878,20250616,17.0,20250616,13.1,20250616,20.9,20250616,72.08
00596,Boltenhagen,19470101,20250616,54.0027,11.1908,20250616,17.0,20250616,13.7,20250616,21.5,20250616,78.25
00603,Königswinter-Heiderhof,19860801,20250616,50.7293,7.2040,20250616,18.2,20250616,11.1,20250616,23.3,20250616,70.67
00617,Borken,20040601,20250616,51.8730,6.8863,20250616,17.9,20250616,10.0,20250616,24.4,20250616,75.08
00656,Braunlage,19310101,20250616,51.7234,10.6021,20250616,14.0,20250616,9.9,20250616,19.0,20250616,74.79
00662,Braunschweig,19610101,20250616,52.2915,10.4464,20250616,17.2,20250616,12.8,20250616,21.7,20250616,69.29
00691,Bremen,18900101,20250616,53.0451,8.7981,20250616,17.2,20250616,11.2,20250616,21.5,20250616,75.29
00701,Bremerhaven,19490101,20250616,53.5332,8.5761,20250616,16.7,20250616,14.6,20250616,19.5,20250616,81.58
00704,Bremervörde,19790401,20250616,53.4451,9.1390,20250616,16.8,20250616,11.2,20250616,20.9,20250616,77.17
00722,Brocken,18960101,20250616,51.7986,10.6183,20250616,9.6,20250616,6.1,20250616,13.5,20250616,88.58
00755,"Buchen,",19350101,20250616,49.5182,9.3213,20250616,17.4,20250616,10.6,20250616,23.0,20250616,71.79
00757,Buchenbach,19901001,20250616,47.9625,7.9983,20250616,16.8,20250616,11.9,20250616,22.4,20250616,81.33
00760,Rosengarten-Klecken,19760601,20250616,53.3629,9.9435,20250616,16.8,20250616,12.3,20250616,21.0,20250616,76.54
00766,Büchel-Alflen,19650101,20250616,50.1745,7.0595,20250616,16.4,,,,,20250616,67.25
00769,Bückeburg,19720101,20250616,52.2817,9.0890,20250616,16.9,,,,,20250616,73.04
00817,Burgwald-Bottendorf,19521001,20250616,51.0306,8.8146,20250616,17.2,20250616,11.8,20250616,23.0,20250616,68.96
00840,Carlsfeld,19891201,20250616,50.4313,12.6114,20250616,11.8,20250616,7.2,20250616,15.3,20250616,87.04
00850,Celle,19740801,20250616,52.5959,10.0296,20250616,17.5,,,,,20250616,71.38
00853,Chemnitz,18820101,20250616,50.7913,12.8720,20250615,21.6,20250615,13.3,20250615,28.4,20250615,68.46
00856,Chieming,19980101,20250616,47.8843,12.5404,20250616,16.4,20250616,12.5,20250616,19.3,20250616,77.25
00860,Algermissen-Groß,20231001,20250616,52.2731,10.0163,20250616,17.4,20250616,11.6,20250616,22.1,20250616,71.25
00867,Lautertal-Oberlauter,19470101,20250616,50.3066,10.9679,20250616,17.2,20250616,10.6,20250616,22.6,20250616,67.04
00880,Cottbus,18870101,20250616,51.7759,14.3168,20250616,18.0,20250616,11.6,20250616,23.0,20250616,70.88
00891,Cuxhaven,19460101,20250616,53.8713,8.7060,20250616,16.7,20250616,14.8,20250616,20.3,20250616,75.33
00896,Dachwig,19490701,20250616,51.0778,10.8619,20250616,17.9,20250616,12.0,20250616,23.4,20250616,72.33
00917,Darmstadt,19950801,20250616,49.8809,8.6779,20250616,18.1,20250616,11.8,20250616,24.8,20250616,73.08
00953,Deuselbach,19500801,20250616,49.7619,7.0542,20250616,16.2,20250616,10.1,20250616,21.8,20250616,71.38
00954,UFS,19980101,20250616,54.1796,7.4587,20250616,14.7,20250615,14.4,20250615,16.4,20250616,90.29
00963,Diepholz,19520901,20250616,52.5881,8.3424,20250616,17.6,20250616,12.4,20250616,22.1,20250616,72.38
00983,Dillingen/Donau-Fristingen,20061201,20250616,48.5562,10.5600,20250616,17.3,20250616,12.9,20250616,23.1,20250616,72.92
00991,Dippoldiswalde-Reinberg,19540901,20250616,50.9116,13.7087,20250616,15.0,20250616,9.0,20250616,19.5,20250616,82.83
01001,Doberlug-Kirchhain,19480701,20250616,51.6451,13.5747,20250616,17.6,20250616,11.9,20250616,22.5,20250616,69.46
01048,Dresden-Klotzsche,19340101,20250616,51.1278,13.7543,20250616,16.8,20250616,13.8,20250616,20.4,20250616,74.54
01050,Dresden-Hosterwitz,19490101,20250616,51.0221,13.8470,20250616,17.2,20250616,12.1,20250616,21.3,20250616,74.42
01052,Möckern-Drewitz,19930501,20250616,52.2174,12.1641,20250616,17.9,20250616,12.0,20250616,23.7,20250616,65.96
01072,"Dürkheim,",19520101,20250616,49.4719,8.1929,20250616,19.5,20250616,14.2,20250616,24.9,20250616,62.88
01078,Düsseldorf,19520101,20250616,51.2960,6.7686,20250616,18.7,20250616,9.9,20250616,25.1,20250616,68.88
01103,Ebersberg-Halbing,19780101,20250616,48.1003,11.9872,20250616,16.0,20250616,13.0,20250616,19.6,20250616,80.38
01107,Ebrach,19630101,20250616,49.8520,10.4991,20250616,16.6,20250616,9.9,20250616,22.3,20250616,71.58
01161,Eichstätt-Landershofen,19550101,20250616,48.8778,11.2349,20250616,18.0,20250616,12.5,20250616,23.2,20250616,65.83
01197,Ellwangen-Rindelbach,19410101,20250616,48.9895,10.1312,20250616,16.8,20250616,10.6,20250616,22.9,20250616,72.42
01200,Elpersbüttel,19980101,20250616,54.0691,9.0105,20250616,16.3,20250616,14.4,20250616,19.1,20250616,78.67
01207,"Elster,",19480601,20250616,50.2705,12.2742,20250616,14.6,20250616,8.8,20250616,19.5,20250616,81.42
01214,Elzach-Fisnacht,19871101,20250616,48.2012,8.1088,20250616,17.0,20250616,12.9,20250616,22.6,20250616,78.83
01224,Emmendingen-Mundingen,19751101,20250616,48.1378,7.8351,20250616,18.6,20250616,12.9,20250616,23.5,20250616,71.83
01246,Ennigerloh-Ostenfelde,20150801,20250616,51.8418,8.0607,20250616,17.1,20250616,10.9,20250616,21.7,20250616,76.25
01255,Eppingen-Elsenz,20021201,20250616,49.1661,8.8483,20250616,18.1,20250616,12.8,20250616,23.4,20250616,76.04
01262,München-Flughafen,19920517,20250616,48.3477,11.8134,20250616,17.9,20250616,14.2,20250616,22.3,20250616,71.46
01266,Erfde,19640501,20250616,54.2992,9.3162,20250616,16.3,20250616,13.7,20250616,20.2,20250616,78.63
01270,Erfurt-Weimar,19510101,20250616,50.9829,10.9608,20250616,16.8,20250616,12.0,20250616,21.5,20250616,70.04
01279,Möhrendorf-Kleinseebach,19490101,20250616,49.6497,11.0075,20250616,18.8,20250616,11.7,20250616,24.5,20250616,57.79
01297,Eschwege,19470901,20250616,51.2041,10.0138,20250616,17.4,20250616,11.5,20250616,22.9,20250616,72.42
01300,Eslohe,19380101,20250616,51.2540,8.1565,20250616,16.3,20250616,10.2,20250616,21.7,20250616,73.17
01303,Essen-Bredeney,19350101,20250616,51.4041,6.9677,20250616,18.2,20250616,11.4,20250616,23.4,20250616,71.25
01327,Weilerswist-Lommersum,19370101,20250616,50.7119,6.7905,20250616,18.2,20250616,11.4,20250616,24.6,20250616,69.08
01332,"Falkenberg,Kr.Rottal-Inn",19660701,20250616,48.4832,12.7241,20250616,17.6,20250616,14.1,20250616,22.6,20250616,74.88
01339,Faßberg,19710101,20250616,52.9157,10.1885,20250616,16.5,,,,,20250616,74.21
01346,Feldberg/Schwarzwald,19450101,20250616,47.8748,8.0038,20250616,9.4,20250616,7.8,20250616,12.1,20250616,93.71
01357,Fichtelberg/Oberfranken-Hüttstadl,19480101,20250616,49.9807,11.8376,20250616,14.6,20250616,9.3,20250616,19.5,20250616,77.21
01358,Fichtelberg,18900801,20250616,50.4283,12.9536,20250616,9.4,20250616,7.7,20250616,12.2,20250616,94.54
01411,Birx/Rhön,19491001,20250616,50.5309,10.0479,20250616,14.2,20250616,10.7,20250616,18.7,20250616,75.63
01420,Frankfurt/Main,19350701,20250616,50.0259,8.5213,20250616,19.2,20250615,16.3,20250615,22.4,20250616,63.86
01424,Frankfurt/Main-Westend,19851101,20250616,50.1269,8.6694,20250616,19.6,20250616,13.7,20250616,24.4,20250616,61.42
01443,Freiburg,18740101,20250616,48.0232,7.8343,20250611,19.1,20250611,11.3,20250611,25.8,20250611,66.88
01451,Freiburg/Elbe,19701101,20250616,53.8277,9.2493,20250616,17.0,20250616,14.4,20250616,20.8,20250616,76.13
01468,Freudenstadt,19490101,20250616,48.4538,8.4090,20250616,14.6,20250616,10.6,20250616,19.5,20250616,76.58
01503,Friesoythe-Altenoythe,19470201,20250616,53.0643,7.9020,20250616,16.5,20250616,10.7,20250616,21.2,20250616,75.88
01504,Fritzlar/Eder,20000701,20250616,51.1190,9.2799,20250616,17.6,,,,,20250616,67.58
01526,Fulda-Horas,18850101,20250616,50.5668,9.6532,20250616,17.2,20250616,10.2,20250616,22.8,20250616,70.58
01544,Gardelegen,19360101,20250616,52.5129,11.3942,20250616,17.4,20250616,10.4,20250616,22.5,20250616,70.25
01550,Garmisch-Partenkirchen,19360101,20250616,47.4830,11.0621,20250616,15.1,20250616,12.3,20250616,18.1,20250616,80.38
01572,Geilenkirchen-Neutevern,19821201,20250616,50.9593,6.0392,20250616,19.1,,,,,20250616,64.92
01580,Geisenheim,18840701,20250616,49.9859,7.9548,20250616,19.5,20250616,13.3,20250616,25.6,20250616,61.04
01587,Gelbelsee,19980101,20250616,48.9481,11.4289,20250616,16.8,20250616,13.0,20250616,21.4,20250616,68.50
01590,Geldern-Walbeck,19631001,20250616,51.4942,6.2463,20250616,18.9,20250616,11.4,20250616,25.5,20250616,68.46
01602,Ohlsbach,19700101,20250616,48.4330,7.9930,20250616,19.1,20250616,13.9,20250616,24.9,20250616,70.42
01605,Genthin,19530101,20250616,52.3875,12.1602,20250616,18.1,20250616,11.1,20250616,23.5,20250616,64.00
01612,Gera-Leumnitz,19520101,20250616,50.8812,12.1289,20250616,17.0,20250616,12.9,20250616,21.1,20250616,74.29
01639,Gießen/Wettenberg,19390101,20250616,50.6017,8.6439,20250616,18.0,20250616,11.9,20250616,23.6,20250616,67.58
01645,Gilserberg-Moischeid,19490101,20250616,50.9656,9.0500,20250616,16.2,20250616,9.8,20250616,22.1,20250616,72.54
01666,Glücksburg-Meierwik,19710101,20250616,54.8273,9.5058,20250616,16.2,,,,,20250616,78.13
01684,Görlitz,18600101,20250616,51.1621,14.9506,20250616,16.2,20250616,12.8,20250616,18.6,20250616,84.54
01691,Göttingen,18580101,20250616,51.5002,9.9507,20250616,16.7,20250616,10.3,20250616,22.0,20250616,72.13
01694,Goldberg,19470101,20250616,53.6058,12.1034,20250616,16.9,20250616,13.6,20250616,21.0,20250616,73.88
01721,Gräfenberg-Kasberg,19910101,20250616,49.6640,11.2239,20250616,16.8,20250616,13.0,20250616,21.9,20250616,66.42
01735,Grainet-Rehberg,19951201,20250616,48.7894,13.6290,20250616,15.4,20250616,12.0,20250616,18.7,20250616,81.88
01736,Grambek,19510101,20250616,53.5731,10.6797,20250616,17.2,20250616,13.1,20250616,22.2,20250616,71.46
01757,Greifswald,18980301,20250616,54.0967,13.4056,20250616,17.3,20250616,14.7,20250616,21.1,20250616,75.25
01759,Greifswalder,19470801,20250616,54.2437,13.9104,20250616,16.9,20250616,14.7,20250616,18.7,20250616,81.79
01766,Münster/Osnabrück,19820101,20250616,52.1344,7.6969,20250616,17.9,20250616,10.5,20250616,23.2,20250616,72.46
01792,Groß,20200814,20250616,52.7553,7.4815,20250616,17.3,20250616,10.6,20250616,23.1,20250616,74.71
01803,Groß,19490701,20250616,54.0714,12.3238,20250616,16.8,20250616,14.3,20250616,20.6,20250616,78.83
01832,Großer,19821101,20250616,49.1129,13.1338,20250616,9.4,20250616,7.4,20250616,13.0,20250616,93.83
01863,Gründau-Breitenborn,19950301,20250616,50.2667,9.1854,20250616,17.5,20250616,12.3,20250616,23.5,20250616,72.71
01869,Grünow,19730101,20250616,53.3154,13.9339,20250616,17.2,20250616,12.1,20250616,21.6,20250616,73.04
01886,Günzburg,20091126,20250616,48.4878,10.2608,20250616,17.0,20250616,12.5,20250616,22.3,20250616,76.13
01964,Olsdorf,19520101,20250616,49.9445,6.3821,20250616,17.5,20250616,9.8,20250616,24.5,20250616,70.08
01975,Hamburg-Fuhlsbüttel,19360101,20250616,53.6332,9.9881,20250616,17.0,20250616,13.9,20250616,21.3,20250616,75.08
01981,Hamburg-Neuwiedenthal,19620501,20250616,53.4776,9.8957,20250616,17.4,20250616,13.7,20250616,21.8,20250616,72.50
02014,Hannover,19360101,20250616,52.4644,9.6779,20250616,17.1,20250616,11.8,20250616,22.6,20250616,72.67
02023,Harburg,19980101,20250616,48.7918,10.7062,20250616,16.7,20250616,13.1,20250616,21.7,20250616,72.25
