station_id,station_name,data_date,lat,lon,humidity,max_temperature,mean_temperature,min_temperature
00991,Dippoldiswalde-Reinberg,18.06.2025 13:20,50.9116,13.7087,47.9,25.6,25.6,9.5
01001,Doberlug-Kirchhain,18.06.2025 13:20,51.6451,13.5747,34.0,28.0,27.7,13.9
01048,Dresden-Klotzsche,18.06.2025 13:20,51.1278,13.7543,38.7,26.5,26.0,13.5
01050,Dresden-Hosterwitz,18.06.2025 13:20,51.0221,13.8470,39.0,27.4,27.1,12.4
01052,Möckern-Drewitz,18.06.2025 13:20,52.2174,12.1641,37.2,27.4,27.2,14.1
01072,"Dürkheim,",18.06.2025 13:20,49.4719,8.1929,35.2,28.8,28.8,14.0
01078,Düsseldorf,18.06.2025 13:20,51.2960,6.7686,40.7,27.0,26.9,13.2
01103,Ebersberg-Halbing,18.06.2025 13:20,48.1003,11.9872,40.7,25.9,25.9,12.2
01107,Ebrach,18.06.2025 13:20,49.8520,10.4991,39.9,26.8,26.8,10.7
01161,Eichstätt-Landershofen,18.06.2025 13:20,48.8778,11.2349,40.3,27.5,27.5,9.4
01197,Ellwangen-Rindelbach,18.06.2025 13:20,48.9895,10.1312,36.7,27.8,26.8,10.3
